0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
0.230000,0.300000,0.150000
