2.000000,0.916714,0.000000,0.000000,0.000000,0.000000
2.000200,0.916714,0.000000,0.000000,0.000000,0.000000
2.000400,0.916714,0.000000,0.000000,0.000000,0.000000
2.000600,0.916714,0.000000,0.000000,0.000000,0.000000
2.000800,0.916714,0.000000,0.000000,0.000000,0.000000
2.001000,0.916714,0.000000,0.000000,0.000000,0.000000
2.001200,0.916714,0.000000,0.000000,0.000000,0.000000
2.001400,0.916714,0.000000,0.000000,0.000000,0.000000
2.001600,0.916714,0.000000,0.000000,0.000000,0.000000
2.001800,0.916714,0.000000,0.000000,0.000000,0.000000
2.002000,0.916714,0.000000,0.000000,0.000000,0.000000
2.002200,0.916714,0.000000,0.000000,0.000000,0.000000
2.002400,0.916714,0.000000,0.000000,0.000000,0.000000
2.002600,0.916714,0.000000,0.000000,0.000000,0.000000
2.002800,0.916714,0.000000,0.000000,0.000000,0.000000
2.003000,0.916714,0.000000,0.000000,0.000000,0.000000
2.003200,0.916714,0.000000,0.000000,0.000000,0.000000
2.003400,0.916714,0.000000,0.000000,0.000000,0.000000
2.003600,0.916714,0.000000,0.000000,0.000000,0.000000
2.003800,0.916714,0.000000,0.000000,0.000000,0.000000
2.004000,0.916714,0.000000,0.000000,0.000000,0.000000
2.004200,0.916714,0.000000,0.000000,0.000000,0.000000
2.004400,0.916714,0.000000,0.000000,0.000000,0.000000
2.004600,0.916714,0.000000,0.000000,0.000000,0.000000
2.004800,0.916714,0.000000,0.000000,0.000000,0.000000
2.005000,0.916714,0.000000,0.000000,0.000000,0.000000
2.005200,0.916714,0.000000,0.000000,0.000000,0.000000
2.005400,0.916714,0.000000,0.000000,0.000000,0.000000
2.005600,0.916714,0.000000,0.000000,0.000000,0.000000
2.005800,0.916714,0.000000,0.000000,0.000000,0.000000
2.006000,0.916714,0.000000,0.000000,0.000000,0.000000
2.006200,0.916714,0.000000,0.000000,0.000000,0.000000
2.006400,0.916714,0.000000,0.000000,0.000000,0.000000
2.006600,0.916714,0.000000,0.000000,0.000000,0.000000
2.006800,0.916714,0.000000,0.000000,0.000000,0.000000
2.007000,0.916714,0.000000,0.000000,0.000000,0.000000
2.007200,0.916714,0.000000,0.000000,0.000000,0.000000
2.007400,0.916714,0.000000,0.000000,0.000000,0.000000
2.007600,0.916714,0.000000,0.000000,0.000000,0.000000
2.007800,0.916714,0.000000,0.000000,0.000000,0.000000
2.008000,0.916714,0.000000,0.000000,0.000000,0.000000
2.008200,0.916714,0.000000,0.000000,0.000000,0.000000
2.008400,0.916714,0.000000,0.000000,0.000000,0.000000
2.008600,0.916714,0.000000,0.000000,0.000000,0.000000
2.008800,0.916714,0.000000,0.000000,0.000000,0.000000
2.009000,0.916714,0.000000,0.000000,0.000000,0.000000
2.009200,0.916714,0.000000,0.000000,0.000000,0.000000
2.009400,0.916714,0.000000,0.000000,0.000000,0.000000
2.009600,0.916714,0.000000,0.000000,0.000000,0.000000
2.009800,0.916714,0.000000,0.000000,0.000000,0.000000
2.010000,0.916714,0.000000,0.000000,0.000000,0.000000
2.010200,0.916714,0.000000,0.000000,0.000000,0.000000
2.010400,0.916714,0.000000,0.000000,0.000000,0.000000
2.010600,0.916714,0.000000,0.000000,0.000000,0.000000
2.010800,0.916714,0.000000,0.000000,0.000000,0.000000
2.011000,0.916714,0.000000,0.000000,0.000000,0.000000
2.011200,0.916714,0.000000,0.000000,0.000000,0.000000
2.011400,0.916714,0.000000,0.000000,0.000000,0.000000
2.011600,0.916714,0.000000,0.000000,0.000000,0.000000
2.011800,0.916714,0.000000,0.000000,0.000000,0.000000
2.012000,0.916714,0.000000,0.000000,0.000000,0.000000
2.012200,0.916714,0.000000,0.000000,0.000000,0.000000
2.012400,0.916714,0.000000,0.000000,0.000000,0.000000
2.012600,0.916714,0.000000,0.000000,0.000000,0.000000
2.012800,0.916714,0.000000,0.000000,0.000000,0.000000
2.013000,0.916714,0.000000,0.000000,0.000000,0.000000
2.013200,0.916714,0.000000,0.000000,0.000000,0.000000
2.013400,0.916714,0.000000,0.000000,0.000000,0.000000
2.013600,0.916714,0.000000,0.000000,0.000000,0.000000
2.013800,0.916714,0.000000,0.000000,0.000000,0.000000
