2.000000,2.293613,0.000000,0.000000,0.000000,0.000000,2.000200,2.293613,0.000000,0.000000,0.000000,0.000000,2.000400,2.293613,0.000000,0.000000,0.000000,0.000000,2.000600,2.293613
2.000200,2.293613,0.000000,0.000000,0.000000,0.000000,2.000400,2.293613,0.000000,0.000000,0.000000,0.000000,2.000600,2.293613,0.000000,0.000000,0.000000,0.000000,2.000800,2.293613
2.000400,2.293613,0.000000,0.000000,0.000000,0.000000,2.000600,2.293613,0.000000,0.000000,0.000000,0.000000,2.000800,2.293613,0.000000,0.000000,0.000000,0.000000,2.001000,2.293613
2.000600,2.293613,0.000000,0.000000,0.000000,0.000000,2.000800,2.293613,0.000000,0.000000,0.000000,0.000000,2.001000,2.293613,0.000000,0.000000,0.000000,0.000000,2.001200,2.293613
2.000800,2.293613,0.000000,0.000000,0.000000,0.000000,2.001000,2.293613,0.000000,0.000000,0.000000,0.000000,2.001200,2.293613,0.000000,0.000000,0.000000,0.000000,2.001400,2.293613
2.001000,2.293613,0.000000,0.000000,0.000000,0.000000,2.001200,2.293613,0.000000,0.000000,0.000000,0.000000,2.001400,2.293613,0.000000,0.000000,0.000000,0.000000,2.001600,2.293613
2.001200,2.293613,0.000000,0.000000,0.000000,0.000000,2.001400,2.293613,0.000000,0.000000,0.000000,0.000000,2.001600,2.293613,0.000000,0.000000,0.000000,0.000000,2.001800,2.293613
2.001400,2.293613,0.000000,0.000000,0.000000,0.000000,2.001600,2.293613,0.000000,0.000000,0.000000,0.000000,2.001800,2.293613,0.000000,0.000000,0.000000,0.000000,2.002000,2.293613
2.001600,2.293613,0.000000,0.000000,0.000000,0.000000,2.001800,2.293613,0.000000,0.000000,0.000000,0.000000,2.002000,2.293613,0.000000,0.000000,0.000000,0.000000,2.002200,2.293613
2.001800,2.293613,0.000000,0.000000,0.000000,0.000000,2.002000,2.293613,0.000000,0.000000,0.000000,0.000000,2.002200,2.293613,0.000000,0.000000,0.000000,0.000000,2.002400,2.293613
